videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
0Vio4a3e,1867,1867,2308,5964,5964,2308,3316,3997,2796,4625,2143,5710,5066,4769,1443,5333,5643,1520,4769,1979
0WV4A9FO,2792,3820,3031,2569,3871,3031,4228,3821,2606,5512,3978,5651,4397,5469,5828,5414,4911,3871,4871,2995
0WrVuxLO,1301,1634,5852,4568,3632,402,1781,3642,5492,3406,2778,591,2622,2395,5551,4720,4841,2789,3897,1451
0WryT2M7,331,331,831,792,1576,4145,4451,2939,4524,5051,2843,2843,2862,4451,5051,748,385,385,5136,1198
0X1yzl48,3094,624,624,382,3925,3347,4472,3347,4734,3303,5258,4275,2013,2217,494,2528,4850,5856,2838,5562
0XKotLBJ,563,563,4985,1872,4146,4236,4958,2668,1369,5627,1369,5627,5961,4236,3568,1873,247,539,5836,4826
0XaR9Sn3,1283,5757,1022,1022,2977,5528,1784,2791,5486,4603,1216,1283,2181,2025,4084,1716,2751,3139,1725,5757
0XnhQS7b,4843,1159,1037,1367,4873,2053,1382,5057,2122,3370,1037,1742,1778,3453,5369,2221,1382,4696,1027,5548
0Y9eOij5,2560,4966,952,3310,228,952,1192,4480,1777,5929,5180,4364,1835,5161,374,5364,3771,4903,3419,2638
0YcGFUX5,4354,2090,2090,4354,3603,4599,2517,5400,1803,811,5765,834,3939,173,5691,1588,4881,2844,5331,1908
0Z4hRXI6,1740,1740,785,5464,3831,676,809,1738,1914,3251,934,212,1356,1877,1877,5690,1668,2549,4828,1712
0Z7unUBt,1980,1748,942,2933,1748,1459,3422,5799,3623,2310,2933,5178,1159,5483,567,1127,2381,5265,1620,2619
0ZFy63RH,1551,1551,5542,4075,4774,5865,2135,4565,2024,3118,249,4694,5314,4107,2393,1714,2680,2494,2419,5466
0ZGxURiJ,2244,4636,3996,1624,3996,2023,4159,321,2023,5308,71,3509,4159,720,4793,5900,2244,5900,2269,3995
0ZKO1EN5,3652,3652,3053,2711,5164,2873,1622,3789,4711,4950,4836,2674,4036,2862,4674,5164,330,5001,2541,702
0ZQYK7PB,3495,5186,5782,5186,1598,1520,4933,233,3553,1598,4791,4628,4416,1129,2707,3520,3246,1194,276,1194
0ZdGf89y,2552,5083,315,352,866,2591,5031,5483,3322,244,3168,1298,3296,997,1148,958,902,4694,3307,1007
0ZdTPSDj,679,1583,679,2928,1392,5747,1583,3497,3761,1894,2550,3078,3078,6000,3430,3941,6000,537,5029,1700
0Zf2esVw,5055,1216,3476,1470,3462,1864,5733,5880,3868,5000,3011,936,1470,457,4586,5202,5785,5688,5950,5688
0a4mUeFp,5524,1726,5821,5567,706,4109,5523,2040,5779,4238,3072,5779,2507,5821,5082,2668,1252,5533,2040,5389
0aBLkyHc,2829,228,5201,1634,5150,5926,228,4752,2414,4267,4752,1558,4127,4164,1049,2801,490,3944,5926,2471
0apZiJM5,4363,4363,3509,2023,5900,3509,1787,321,2023,901,71,5607,5308,4929,542,720,3663,6,1218,3264
0axAjkrm,4095,647,262,3882,507,4095,2693,5392,3825,5979,4318,3969,922,623,2191,917,5144,3090,2637,4915
0bN3yfdY,2414,3242,4720,2789,4453,725,4517,1596,3140,2829,2537,2919,5449,618,4349,2107,5960,5908,1361,1359
0bsfRDS9,4629,5429,1936,4629,836,4635,454,772,5223,477,4471,3093,661,5292,1721,4635,3333,3095,4894,5735
0cK2qRJa,2174,1643,3732,5703,3710,1936,5728,2234,3710,3236,2953,1315,3742,963,5989,1643,2394,1374,5481,1911
0cxWI5GQ,3204,3520,3204,1709,1929,643,408,2651,4791,1192,1608,3869,4933,5651,1968,570,121,643,5186,2362
0dVS89ge,5725,1922,5725,4660,2142,960,4019,2708,3888,4660,648,3872,4116,3098,4949,2467,1809,3320,2710,2600
0dkVoeA9,129,129,1047,3834,4531,1372,245,5544,4689,4531,5301,463,74,4222,4620,4845,4149,732,4976,2682
0e5ksJU6,2277,5035,2641,5321,4657,3364,728,4860,4657,1567,4262,2277,4316,2367,5914,4018,5035,2367,26,5689
0e7O3pnI,1559,5442,3899,2811,4308,5442,2584,2914,283,2575,4898,4747,2811,3890,5280,3197,3740,828,5906,3074
0eMrmU1Z,1009,755,4459,674,428,1637,5324,4245,1786,2094,3247,1786,3494,755,5991,4842,5428,277,4980,4842
0ebBs4Hd,2696,2696,3200,3200,3946,1738,3315,2036,4023,2292,3206,2566,3315,3206,5324,2642,813,1646,3251,4023
0ejGXBa1,614,614,1052,2544,277,2688,512,493,3503,1955,5720,1922,4304,951,4444,2688,4578,5127,5772,4367
0euJD7fN,2448,3202,5840,2448,1718,1718,177,1638,3265,4770,2578,554,4022,5718,177,334,1256,5602,582,3972
0fKG5PaA,3796,4014,578,3971,5265,951,4295,4641,5959,2912,5637,2259,3343,2259,2695,499,3230,3796,2372,5917
0fRJG8tk,674,1637,1231,838,4996,4996,5958,5256,838,5574,5958,3725,1388,4444,485,5991,5771,4395,4444,1786
0gDmA65C,4223,4223,1309,3936,620,3936,395,4351,5649,3364,761,3516,4351,3762,5649,5884,1548,5846,3762,4061
0gLwEnTG,5624,5624,5034,1437,1339,659,1860,5516,5034,1860,4839,1564,3119,1505,5007,451,3594,1329,5516,1257
0h4TSgP6,3989,1805,1688,5485,4231,4338,1877,1216,3474,5851,936,3120,4749,1993,5922,3831,5561,4492,633,3474
0h672jEa,4292,4045,4045,1093,4832,975,4832,110,5737,300,1059,2287,527,1825,1746,3274,5930,4856,3687,2921
0hPWXJyz,618,5908,3832,1031,3823,4127,5735,3944,5150,5201,5347,1777,577,5926,5201,4599,3321,2309,709,4267
0hRcjoav,1319,1319,2306,5720,1065,3365,5538,1562,5942,3026,2122,2708,1914,4812,1987,4949,835,893,1922,774
0hrsJZHA,244,2385,997,4774,286,102,1123,4449,1202,5080,2976,3184,4771,3188,2106,5479,3731,1830,4805,1647
0i6d4Vrt,2478,512,21,1536,4072,4852,3261,512,4072,3888,3534,1324,5614,2069,1444,2334,3969,3888,2467,1723
0i7zdOpv,2095,2482,2877,3660,3225,4764,3452,1684,2834,2095,5704,491,1912,4506,4754,4038,4957,4720,3974,3452
0iGXhK7R,1004,1004,1576,5116,1843,909,3097,253,909,2327,5329,2517,2913,2199,503,2379,4274,3532,601,4040
0iSHVG83,2383,2649,346,5491,2393,5491,4645,2532,4432,1316,1436,4109,381,2899,1849,4456,2404,1337,3846,3187
0iU9kh2q,5669,4982,1461,243,2401,2401,317,22,3228,5083,1884,5527,521,2564,5455,630,3839,403,4382,4606
0icXdCzr,4086,232,1730,1418,376,1439,2481,3430,2951,2898,3319,5189,827,2898,3801,2653,1917,5960,986,92
0ioV6zPB,3249,5372,3238,4661,1244,1821,4647,3249,3754,2718,3409,3185,3060,746,580,3607,3605,2923,1064,4762
0j14TlCn,3966,2200,3954,923,2365,2064,5322,3536,1414,3247,566,4559,1414,3070,4202,3600,2184,3725,1246,4195
0jHkVQnT,4127,4373,1031,5338,4267,5908,1361,3472,1703,3472,490,241,3833,4373,3170,2612,2189,5164,3438,3687
0jQgYGV4,1222,5524,1222,247,5259,2035,3068,4478,1006,4138,1858,1252,4314,5799,1726,3072,1702,3068,3322,5259
0jdsgqx6,906,4788,17,3870,5916,5916,5601,1602,2406,111,4788,1262,2345,3164,5601,1995,3306,995,4994,2058
0jeTXVt4,1886,1886,3911,5278,272,5914,5278,2258,4002,1398,4518,5133,2577,2309,5029,5541,2615,1296,5201,3095
0jhIqpVx,5481,3339,2720,1968,376,2720,477,448,2653,5422,2291,1392,4170,1407,1524,2006,4369,1674,1632,2322
0jhnG9DS,3005,3005,992,1488,3903,4266,992,5433,3421,3903,443,247,1565,1488,2016,2409,4269,4129,3731,2989
0jnT62te,581,581,5310,5310,5971,5794,4616,2712,700,1395,1056,700,3225,342,3225,3977,2474,5882,2888,5325
0kYWqeV6,3739,1565,5821,4129,2659,5809,3477,3434,992,4965,2908,5571,180,3477,2606,1769,4161,431,788,2792
0kfV7pcN,5545,5189,2498,5110,3695,3608,4970,1319,3608,4812,2598,3695,2031,4419,1871,166,1712,3641,1259,835
0l9uHaX5,3931,491,1201,2689,789,4570,789,2313,4570,3513,5482,5709,3689,5421,2482,2482,2008,3344,5293,2689
0lvai2qt,3433,3676,5859,1336,2707,3031,3055,5969,3553,3715,1389,3802,2587,2613,2569,4443,3171,371,1973,5643
0mZu6bGT,4019,4624,4660,4444,4444,674,2702,5285,4982,4531,3061,5574,362,5991,2722,5322,2911,5324,5256,2142
0mle5LpU,5734,296,296,2871,5979,1038,384,5734,2693,384,288,2332,2871,1038,262,4318,3079,253,1928,745
0nta5pX4,1280,1280,1697,1866,1697,5520,4028,3753,5594,5868,651,4690,2497,1776,4525,3792,4525,5594,2483,4374
0ntj8JOm,3354,3517,2264,2172,3415,5970,3782,3526,1597,410,528,1763,2722,2376,3098,152,3860,70,5626,5135
0oUf3iL1,5555,4633,2128,5834,2619,5265,1610,3184,2142,5393,3692,267,2722,4391,2164,5302,1159,3981,5834,5738
0p12ItZv,1986,1986,3269,150,3269,5149,5717,5052,4997,5143,5914,1837,5143,1580,3829,4417,5149,5853,5052,2047
0p9bNV4s,1860,1860,4106,1975,3282,2453,1002,5500,3717,5779,5245,2099,1614,1918,43,1670,4682,5476,390,266
0pGOI9Dt,5213,5213,1117,1516,5997,1025,2441,5432,4718,1689,1117,2614,287,2717,3378,2673,2897,810,4798,2241
0pmUeo6O,1365,3990,1365,5860,784,5860,158,158,814,4456,3168,3099,5781,3168,2565,3288,5850,1037,3777,703
0q9o2EBu,3049,1345,4315,1668,2693,5535,5432,2642,5185,5146,5979,1499,1712,1345,2897,3882,2693,5331,4315,1689
0qKzDR2G,2142,4949,2094,5038,3320,5936,2306,4298,5038,3813,981,1914,2785,5725,2142,2562,3813,3256,2292,2600
0rGRWiBC,892,892,5196,1306,283,5769,5769,4340,3311,283,2578,680,5657,3302,5280,3311,680,5277,2987,5748
0rIDQRav,678,678,5854,5854,5941,3299,5538,3201,1726,1629,3840,5365,1872,460,1743,4564,2449,5859,5927,2849
0s7BfV6v,2470,1755,1554,2071,5518,3952,4256,4678,3473,236,1425,3797,5877,2595,1154,5388,820,3342,5591,4678
0sAebfug,1177,798,5815,3255,3397,2664,3693,1191,1463,2236,188,4385,4634,2664,1177,1635,5951,820,3010,3255
0sECTwiI,820,3001,2123,3061,3620,3238,4990,5804,4647,5497,1191,5815,174,1934,868,2842,2786,366,602,3255
0su7gpkx,4304,4304,614,614,4444,4116,3251,5256,277,4337,4444,4553,4683,3251,4529,170,4553,3077,20,4023
0t94nUlX,4186,4186,5504,4112,821,1908,5712,3886,2049,3236,2838,2573,2941,1257,883,5487,3984,2756,5962,4025
0tGJpUM9,4367,5396,5396,1735,4097,578,1735,1291,2777,1504,686,267,440,5315,1536,3893,2069,2813,2925,5666
0tIhYJWE,5606,1454,5697,1454,3638,5524,2395,4092,39,3685,1764,2423,1325,4785,1560,5697,4755,2634,400,5291
0trJl7Xu,2178,2880,1044,5512,2933,646,2908,4519,3940,1181,1748,2995,4160,1344,5828,5580,3219,2163,1494,2178
0uMVX7ye,5636,525,5688,4821,62,4486,674,2482,2502,5620,491,5524,1454,3104,5584,5726,4866,5667,4821,1733
0ulbdzmB,114,114,5975,3464,1237,5952,1434,2850,4176,5562,2459,1111,632,1630,3414,5562,5856,624,4104,4016
0v3J2iAd,3498,250,509,5752,2715,2284,3498,592,5277,553,4870,3972,3889,5752,554,2448,4249,1446,974,4898
0vFbUpOk,853,5558,5773,589,5938,1889,4698,2370,1997,2972,589,3544,853,1635,3688,1782,5118,366,4196,1841
0vSXh6V1,3686,4158,4184,2038,3686,2058,1596,845,3486,3642,1028,4453,3897,3146,3116,4446,1474,3535,5965,1568
0w6ZKQa5,222,5165,2514,1315,4724,1102,1422,805,5232,4724,1035,1422,2046,2943,3899,836,3246,1631,1802,1592
0xIMqaF2,5599,5599,3769,966,2238,2247,4939,4688,3913,898,4979,2211,1142,2339,4688,353,2730,2444,3672,3055
0xIfEL7s,5870,5870,3210,5082,48,3977,5746,1231,5482,3793,5147,5120,4362,4849,1807,4423,3717,1368,462,2120
0xLO2E7J,3176,3176,5113,3047,688,1518,568,316,1875,452,3047,4779,401,1132,568,1518,3557,2674,4691,3317
0xea4NV1,1479,35,35,5436,2927,2237,1815,2138,5436,2138,3726,2237,5002,2927,4114,4393,2346,1693,3934,1423
0xlDJ9YR,3568,3828,84,2831,5817,4623,2306,65,5799,1826,1436,5100,3161,3568,2899,2404,2393,3865,1535,193
0y1Cz47k,1146,1146,4167,1609,5174,3505,3505,3763,3145,5782,1584,5414,4167,3055,3145,5859,3871,2144,5437,2670
0y2gsJ6c,4678,5518,820,790,1326,112,5877,424,1755,5591,3952,2662,2071,4990,602,2470,174,2842,5805,4678
0y9hNcoQ,1230,1926,2506,593,2123,5386,3500,567,2321,2316,3620,611,1562,5944,227,820,1269,5441,5527,3238
0zOv5eGd,4536,27,5499,2725,4859,862,2065,528,1550,238,1628,4536,2912,2882,2000,1881,5692,2485,3098,2142
0zjZqYQv,2135,1272,249,354,1272,2616,784,1551,354,5542,2324,2983,3803,5542,2419,3700,5790,5260,3774,3803
10UZQOgb,5848,5848,2730,4090,1584,4515,2553,4534,4081,1825,2828,713,2287,177,4405,2578,4263,409,177,554
10ljq6eJ,4538,4538,2167,4601,571,5722,5746,405,2482,4583,5039,5075,700,2787,5075,62,2167,3626,2919,405
10ro7XbM,5370,5370,5549,1523,1523,1306,3890,5549,4911,5006,5650,3763,1163,283,4340,2320,1584,5142,2730,4911
12UbtzmR,3121,3121,1249,1476,1476,3180,1913,4009,3344,4181,3180,2945,3030,69,1284,4181,2945,1249,2140,4778
