videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
0DLlAba3,1103,1103,2666,5590,596,1546,163,4838,197,2442,2014,2595,2521,2431,1546,459,163,5590,2108,3226
0EBmJ3kG,4178,26,4125,311,1648,311,5541,2437,3420,1648,3728,4374,4103,4178,3420,4374,1692,2437,722,551
0ELx4hGY,4728,4728,5414,5651,1523,1523,5414,3031,3821,3031,186,1419,3040,5469,4871,5859,4183,3458,4610,994
0ENa2zHR,3145,3316,3433,4851,4851,905,4769,2336,3802,469,1336,1182,469,4769,3031,4495,4610,3890,1520,4215
0Ef4I5tj,398,398,3375,3894,3005,4505,5967,186,2275,2960,5656,2570,124,1763,4560,3651,4772,2275,4185,3894
0Eg8etIj,4828,4768,2260,1694,2693,4828,882,5524,2642,5860,5680,4829,3717,4784,1694,587,3696,4985,3468,818
0ExfP3rN,5814,643,3166,800,295,4989,216,5933,4989,5316,3166,5284,3769,3972,1859,4507,1494,2715,5776,5640
0F7Q9vA6,698,1372,2790,5301,636,377,3602,5485,4087,2206,4682,1872,3217,2790,698,2314,2059,657,5315,2343
0FCAe1WV,508,3752,2449,281,3033,1872,4339,508,1216,636,4087,548,2523,43,4503,3704,3033,1325,3058,4709
0GCbeMcB,3886,792,792,3488,3886,2192,121,2390,3984,1909,121,3442,275,2234,91,2574,409,502,3548,1132
0GFk93zr,5485,4504,1871,5246,2142,5434,501,5613,5486,4988,129,3057,5301,1047,453,1651,1047,5038,74,515
0GVFqNuf,3783,2059,43,4441,632,3296,43,5147,4940,4459,288,4503,4888,1502,598,2449,5163,547,5245,291
0Gp5m82j,1112,3191,1251,4775,754,2170,1251,3640,5997,1656,2100,1131,2172,5071,4941,1550,2900,2845,1258,4823
0GpUxrL9,3033,3033,508,1294,62,3014,4339,5851,377,3958,816,5147,4321,5147,3340,281,3783,5063,5686,288
0HVjONpZ,1753,269,3867,311,2149,5425,3626,5425,1115,5167,5494,3225,3994,1963,1614,1484,3407,4955,3867,4198
0Hb5ejA2,2414,5908,3233,4599,4517,5926,5665,3430,2189,4827,2414,5150,1942,5663,4827,4453,325,4267,1031,2118
0Hs9npUZ,5074,5271,4330,5126,3624,5061,969,2982,4069,5074,4598,3247,2893,5061,3375,1831,5274,1772,4560,3005
0I8hAFSa,5160,5355,391,2592,988,1933,4090,3679,3408,5160,4627,4627,2669,4741,177,4950,3202,4714,748,5169
0I9Y1lAG,5389,5389,2491,2668,1168,192,5524,463,1694,634,1439,4390,4390,1542,4740,312,5567,2963,3723,4553
0IVPpCo2,3063,4852,1735,1735,5162,2260,1893,4527,522,2656,3468,21,2750,2498,3063,4487,1291,3503,5162,4679
0IpRGbry,675,5394,3542,5397,2482,4797,3542,5397,1130,3371,1210,4005,491,232,1130,625,5749,5749,2482,3994
0IxhmVDv,2551,2551,736,3574,5937,1875,5563,736,2560,5962,1172,2107,759,17,3481,194,2701,4655,2197,5276
0J2aSlNo,3339,293,5199,5375,1518,4158,1858,5852,1948,4188,3818,4459,2390,1632,1957,1571,5189,2671,5639,170
0JBwlLg5,1084,4318,708,5375,3968,2464,4416,2573,3298,4218,3855,2464,1169,654,5789,635,1293,4887,4371,3672
0JMdqGUN,5876,3672,792,3442,4036,91,831,792,4572,121,3488,4036,409,2574,3567,2244,5933,2238,494,2580
0JYWnkKv,3667,5310,3667,604,5310,1738,3439,1670,4087,939,3644,2834,4277,2885,5431,4474,1325,121,3191,4318
0JepAxY1,5361,2182,2369,1983,1183,2717,4993,1503,5768,4869,953,4445,2182,953,1272,5719,4028,3288,3989,4326
0JlSXE8R,5956,2156,1152,2662,3947,2836,5503,1307,2686,79,141,5767,2878,925,4890,1486,4291,1244,5804,1079
0JydRAr2,695,3396,1179,5305,3876,1452,138,393,2063,695,4618,5305,4115,1564,2941,2330,3318,3396,5086,1564
0K4FsSV6,4162,4021,4672,3092,2958,5423,1773,5768,2871,1636,2175,5369,1697,3609,4825,1426,915,1375,5350,1117
0K5Jw9EH,4799,2971,5410,1705,4175,973,4351,2971,3392,2866,3392,3269,4078,3620,5120,565,3388,1569,3800,505
0KudRQXS,1800,5696,4910,3758,3519,5734,2566,4910,417,1800,5854,4056,4819,4056,3576,1901,2565,503,3073,5004
0L2hgHfT,3053,5671,1991,5566,2830,1374,4384,3757,3758,5954,4970,3313,1304,3437,990,1304,1609,5003,1374,5207
0L53Ysuy,2473,5566,1605,4032,267,1569,2375,1605,3437,1609,2951,1609,1570,4831,1139,2127,3388,474,3388,5411
0LCy3uBk,4254,1866,3259,1667,5811,4290,5193,2376,3926,3665,1767,242,4969,3402,3259,303,1992,5264,4342,4254
0LDAhfVG,437,1798,4346,5076,5281,4832,4613,802,3764,105,1389,2030,105,2400,1490,3474,504,3535,4226,4211
0LG8dogk,1255,3235,827,83,3235,3827,2055,4832,2055,2400,3827,1706,3711,3474,3687,3535,3764,2058,2395,4915
0LKYpF1j,1567,3536,3520,5268,3763,1313,4341,3954,5120,2599,3758,2536,5268,3619,1975,4659,4542,1865,5475,852
0LutzN9Y,2562,680,3354,4776,5178,680,1925,603,3818,635,4227,950,5984,902,4019,2671,2721,2903,5984,2172
0MiyQcbH,5795,5592,1965,1251,2562,501,74,3905,4450,74,5535,5464,515,1073,4142,2142,4963,3640,4248,5016
0MwRAidN,917,3706,3783,118,3608,1860,2449,2122,5315,1761,43,598,2562,3218,3214,4529,1023,281,5366,547
0N3Qy7HR,3656,2161,2161,1909,2858,3192,3464,318,3218,3628,3192,2711,4744,2185,4692,710,86,439,657,3856
0NFiohQA,53,3634,5812,475,5669,3819,173,1625,5758,434,3188,2994,4062,3055,2695,4864,645,2113,4619,3028
0NmFJkHC,2714,2461,2461,1842,1683,1489,2326,4395,2325,12,4023,2430,1140,2292,4694,5758,5405,1088,1429,5490
0Nmdtnbq,3431,2853,1683,518,951,855,4299,2615,2729,4564,2997,739,5027,3259,4131,4565,5264,2976,5811,1666
0OCSMusm,4211,5728,315,2041,262,1228,3819,3055,2030,4915,5556,4701,1555,2057,1842,3712,4697,5299,105,4130
0OFwEG2X,2761,2257,3427,1891,2761,3075,4060,744,2257,483,2577,3939,483,1941,1208,4903,3988,5925,4379,859
0OwpTanH,3986,463,3229,1694,3229,818,192,5545,5097,5524,3378,818,2441,4444,4238,5188,4332,192,2072,3737
0PWdfmoy,2393,3810,2419,3865,2293,1648,5173,5542,3322,3765,5102,2208,2393,2557,1988,2824,2118,3322,2187,5850
0PhYpmf5,4145,1777,2822,5077,876,4145,5681,1891,5684,1161,171,721,3927,1545,5777,5450,1058,4516,483,2394
0Q1HvoUY,74,5510,4963,3089,730,3466,2206,4152,4941,3426,2306,4484,2449,74,118,5315,1872,4716,1965,3608
0QTbly3G,2306,1965,74,4941,4641,2141,4450,3608,1073,2449,4142,917,4456,548,3484,2742,4642,4775,3081,3067
0Qm164n3,5997,4142,2306,1965,4963,1270,372,3608,3044,3089,74,2306,159,74,1009,4148,3426,799,5692,3081
0QvL9eJ6,5783,110,3339,4856,1957,709,1857,5677,3170,4158,5852,5783,3472,5338,5856,5677,3170,3632,1427,1632
0R85vygh,5668,1647,2869,3731,2596,1126,3980,4444,997,5668,21,4327,2596,3980,4250,1364,1167,3578,144,443
0RhToFAf,914,4714,509,3341,2985,1691,2496,3142,3408,1691,3248,4807,4090,914,4439,1938,326,817,1138,2811
0RjDVWYp,2824,2495,3901,3252,2393,1167,2407,4432,5706,2393,4432,5419,2494,4478,4986,4080,5738,2187,3902,2596
0RpEuTBo,5453,1356,5465,2260,782,5559,4615,2260,3020,701,3730,5382,862,2031,3258,2859,1356,5445,1735,333
0S2kKPNp,3943,1463,4683,2785,2183,1529,5287,2802,2288,1028,1410,3566,3025,2478,1471,1318,4875,2784,3261,2020
0S8Wtrmn,2217,514,3224,5288,4561,4002,2373,3080,133,2373,1183,5955,2816,142,4392,514,2921,4447,3100,3351
0SO59ceW,1302,4816,5210,2958,4816,79,1426,750,4552,1117,4840,5220,5423,2404,3571,2265,2179,1158,2467,1030
0SbeHjK9,1275,4470,4578,1271,3659,4470,5806,4973,4375,4684,3496,5123,5936,3743,3087,2896,2324,2992,2581,2214
0T6nkElQ,4437,5616,17,178,5161,5839,5718,1259,3202,5718,445,1335,178,2754,3795,1584,209,17,3350,199
0TVfQZbD,2098,2549,884,2334,2598,1987,5942,1987,5545,5942,2334,3048,132,1689,4049,3189,3229,422,4444,1944
0TnLdDml,1462,1462,1194,5429,4651,1968,233,5651,3398,4629,1968,1194,1649,5422,2257,28,1412,2804,991,1336
0TuOYx34,2072,2072,3121,543,634,3121,5524,3616,1694,5389,818,3268,2446,3985,5138,1694,3564,2491,3574,2098
0UQlcNDT,1500,1500,210,1130,3664,5522,5472,5079,4797,3683,4607,5472,1130,210,4797,5112,3642,1525,5522,232
0VRtAkFb,3915,5615,4965,5327,5327,3428,1297,2807,5273,1951,5615,4985,4421,2807,1951,1728,3560,1750,1732,4146
0Vio4a3e,3316,5710,4215,2469,1520,4769,3145,3982,3171,595,4454,3982,3412,519,5333,2988,3316,3031,1817,4215
0WV4A9FO,2792,3031,3031,5828,5651,5512,2569,5414,3821,5469,2178,2163,2569,4871,431,5274,1181,426,4728,186
0WrVuxLO,1634,3406,3642,139,5621,1912,2622,1339,4985,2938,623,2798,5836,4496,2733,4517,3446,4496,325,1474
0WryT2M7,4145,2843,2939,2862,5243,748,2843,2803,1289,2278,2592,1198,3491,5741,5684,2847,3041,5735,5788,5243
0X1yzl48,624,3094,3347,624,5258,3347,4275,896,747,5506,334,2417,2962,5718,988,4402,3122,891,1843,3280
0XKotLBJ,563,563,4146,1369,2668,5836,539,2007,5961,136,4146,1369,136,623,2025,1068,4985,2145,5974,4080
0XaR9Sn3,1022,2977,1283,1022,2025,2977,1725,4084,5106,1716,1507,423,1283,1725,2791,1716,1749,5106,2012,4084
0XnhQS7b,1159,1778,1778,3258,3050,943,2494,701,4928,5890,3365,93,3307,4615,5453,4917,823,4984,3384,2507
0Y9eOij5,4241,4903,2560,5180,4966,5180,1891,1161,5929,3419,2481,3197,1524,1835,538,1049,5937,5161,1777,2775
0YcGFUX5,2090,2090,3603,5400,1803,4599,4881,2844,1588,3075,811,4356,3939,3552,5765,1588,4177,3641,2517,1587
0Z4hRXI6,938,636,5431,5037,5485,1738,1242,3463,4087,4646,1436,51,5464,4318,439,4381,4419,1454,938,5304
0Z7unUBt,1245,5376,5613,5613,3746,3194,3208,2142,3968,1251,2135,180,947,2849,3640,2546,2194,4133,5366,1948
0ZFy63RH,1714,2096,3774,3640,184,635,3774,5596,72,184,496,2135,1714,5304,4187,2344,3370,644,3843,1251
0ZGxURiJ,2244,71,2574,910,1790,3886,3548,5876,3710,3984,2580,3672,2244,2234,2304,1120,1790,495,3697,5261
0ZKO1EN5,4253,3519,4056,669,6000,1668,5582,5581,2536,5986,4451,3520,4253,1522,1038,2376,4008,3330,699,417
0ZQYK7PB,2908,4254,4244,3589,3520,2345,1866,5581,2485,148,3029,4290,2764,298,2474,3553,5854,5582,3919,5696
0ZdGf89y,3485,3388,1602,4697,553,1228,3388,2120,1874,2698,1094,250,3485,2046,5626,3536,5794,2599,4175,3055
0ZdTPSDj,1705,1975,5853,5119,3392,4175,3520,670,5986,3763,5120,4135,1567,4659,667,3392,3388,4696,5408,2698
0Zf2esVw,5055,5907,3630,1133,3559,4787,3051,3623,5387,5387,4043,3915,4083,1311,4082,4245,4303,1350,3559,1133
0a4mUeFp,5524,5821,1726,5523,2668,3822,5082,428,5567,3072,997,450,5487,2407,4238,5389,5094,2407,5389,2507
0aBLkyHc,5926,5150,2414,1634,4164,4267,1049,836,5926,1592,1891,5229,1856,490,1634,5699,1891,4971,5665,490
0apZiJM5,1787,5900,321,3995,321,3663,3663,3995,3738,4793,1218,3264,3102,6,4929,1135,4929,1787,4636,5900
0axAjkrm,2693,5979,1097,2642,4315,4327,623,2598,2637,3251,2642,4315,2673,3258,2538,384,2549,5381,3251,4956
0bN3yfdY,2414,4517,4453,1596,2537,845,1361,2537,4453,4373,5975,5449,1634,2471,4971,1573,3430,5665,4558,2118
0bsfRDS9,4629,1936,4635,5429,836,3093,4629,1462,661,4173,4635,5292,1704,4894,477,477,4388,1392,4818,1936
0cK2qRJa,2174,3732,1643,3742,1936,2111,570,2394,4122,164,2174,2861,1643,2631,1583,164,3593,5195,968,1911
0cxWI5GQ,956,2706,2856,3869,1929,273,5932,5481,408,4933,1791,4801,1853,1853,5708,3528,5989,408,3186,2706
0dVS89ge,5720,1030,4446,1040,1463,5287,1030,2992,3077,5720,750,2896,5936,4021,2467,1239,757,2852,2094,4689
0dkVoeA9,4021,4398,5423,4095,4162,1636,3875,3092,2871,4162,4689,1503,4677,219,2176,5435,5529,4531,4672,982
0e5ksJU6,5697,5339,2246,5435,3078,3104,5989,5339,4514,549,1577,1071,5932,4193,3046,4801,4349,1029,872,3078
0e7O3pnI,5673,3019,4241,2271,2861,2559,1439,5495,5715,1335,4515,5655,5041,3481,2755,4411,1279,2597,2675,897
0eMrmU1Z,755,1637,755,3247,5367,5797,4980,277,5428,428,969,4245,3377,5568,782,531,1197,3230,633,3256
0ebBs4Hd,3200,3200,3315,3315,2642,813,4892,1972,468,4976,2911,3251,3251,676,4034,1972,4892,2693,3837,676
0ejGXBa1,614,614,2544,1052,1209,2688,512,277,3503,5127,5024,893,4304,782,1595,4304,3006,1356,2894,1209
0euJD7fN,3202,5840,2448,2448,1638,177,177,334,2578,1335,5718,3039,425,1596,5980,4770,2592,4387,3280,5865
0fKG5PaA,3796,3796,499,2259,2259,471,3343,4295,2912,3343,5637,3450,3230,4053,3891,1159,2253,3961,3503,866
0fRJG8tk,838,1231,1637,5958,4444,5958,838,277,4624,4444,4712,1689,4624,2337,5534,3268,5428,1327,998,2986
0gDmA65C,4223,5649,1309,3936,395,3936,3516,4223,4313,4070,5884,5846,3516,5649,3083,2076,3083,1548,3102,3479
0gLwEnTG,3218,5536,3265,439,1109,1019,5516,201,265,1459,3242,657,5516,1860,3930,1724,4824,3550,3898,5054
0h4TSgP6,4642,3783,3958,2903,4503,281,2724,1758,709,4503,4459,816,5639,4339,3033,5163,1372,2361,377,215
0h672jEa,5783,4856,5783,5677,709,3170,5338,3170,110,127,1632,379,1957,4158,3472,1427,3632,3440,5852,1632
0hPWXJyz,2256,3832,939,4087,122,1338,1948,2256,3710,4442,772,3644,636,179,5133,1641,3671,5857,3924,1325
0hRcjoav,3365,5942,1987,4949,1145,1944,731,893,1209,1562,5453,5024,5725,277,1987,862,5127,1588,2897,1588
0hrsJZHA,244,2106,5080,1830,102,997,3731,1202,4771,1465,3731,2222,1364,102,5277,1647,5809,3624,2221,4387
0i6d4Vrt,512,512,2334,4852,21,2334,1069,2916,5545,1689,213,5668,3003,472,3737,277,3980,3190,970,132
0i7zdOpv,2482,491,3452,4754,3974,4089,4506,4038,1519,3225,2446,1912,2482,1971,899,3452,449,3344,4754,5296
0iGXhK7R,4224,2414,3532,1803,2199,2090,5116,2414,2517,3394,4511,2034,2199,3939,5908,3097,5770,4881,4428,3469
0iSHVG83,2532,4432,3380,1155,2393,2393,3322,4432,3420,628,3810,2824,2649,3229,323,5173,5173,3917,5589,5850
0iU9kh2q,1461,243,2401,5455,2769,22,2401,2165,5024,5083,521,1884,5111,4632,5559,2358,782,22,945,1562
0icXdCzr,2481,4086,2271,2879,3430,3801,232,3481,3319,1439,2898,2898,5495,2471,897,1339,4971,4488,5292,1524
0ioV6zPB,4063,4237,1177,3409,5497,746,257,1064,3060,2278,3928,3754,366,4647,1915,4894,3397,5944,2150,858
0j14TlCn,2200,3247,1414,4202,3070,1414,2950,3650,176,4559,2950,4712,4202,2,50,2337,838,4174,2982,172
0jHkVQnT,1703,1031,5908,4373,4267,490,1361,5908,5737,4599,2189,2118,2414,4164,4164,3430,5379,5926,5532,5930
0jQgYGV4,5524,5259,4138,4478,1006,4314,3072,1726,3322,3159,1364,4330,3865,5567,1364,2819,5711,2492,5982,5259
0jdsgqx6,17,3161,906,4631,5393,5916,5916,3306,5937,1615,3630,4788,2819,4216,4043,3635,5655,4788,445,2347
0jeTXVt4,5278,3522,3684,4518,2577,2258,859,5278,5427,4878,5427,4413,3522,1509,5541,3244,4829,1700,5717,2870
0jhIqpVx,1968,5422,1524,4033,477,1816,5651,1392,2006,2560,18,1816,3768,4966,836,4648,2006,5429,2701,1968
0jhnG9DS,3005,3005,992,1565,4266,992,3421,3127,50,3903,3624,3731,102,154,5809,443,5483,471,3985,50
0jnT62te,5969,571,4614,3215,700,2968,2967,5786,2953,3002,4910,5969,3309,5227,2568,1164,4957,1575,5227,161
0kYWqeV6,2041,5728,315,4283,5826,1555,4156,4211,3690,2057,5556,105,3028,2635,924,5626,4476,3334,5299,3712
0kfV7pcN,2202,4694,3833,2603,1088,5694,2501,1605,4564,590,2069,1226,4884,5526,826,4384,1455,3431,5594,1658
0l9uHaX5,5300,4156,2636,3722,104,841,4269,465,1223,4284,4486,5404,856,1267,3183,2969,4300,5985,5300,3805
0lvai2qt,3433,5859,3031,2613,1336,4443,3802,3715,2569,3405,994,469,733,5414,5782,4189,4215,524,5531,1973
0mZu6bGT,4444,4624,4444,3061,2702,2911,362,998,5725,3070,3375,531,277,3320,2295,3111,3231,731,2031,4949
0mle5LpU,5979,384,2693,384,5478,745,5045,3120,4315,731,4146,1981,5328,1345,2441,4949,64,1972,676,5478
0nta5pX4,1280,1280,5520,2497,2518,3753,5520,4374,3517,4210,1648,4900,5787,421,3308,4355,2518,2220,3499,3035
0ntj8JOm,2271,2013,5715,411,4411,1607,637,187,2543,4402,897,5657,943,1439,3415,3481,1495,2221,1883,3623
0oUf3iL1,2164,5393,5738,1070,3020,2912,5622,628,3822,2912,1996,3376,3981,5179,2437,1562,132,1480,3384,4444
0p12ItZv,4877,5717,4417,5149,1580,2577,5717,3451,3052,221,258,1514,5399,3451,2709,575,2560,4878,2258,4413
0p9bNV4s,4106,3717,396,5094,5173,5821,1753,3822,5736,5094,5702,1614,5524,5047,3322,3822,5663,4329,2762,1104
0pGOI9Dt,106,1908,3236,922,912,2226,12,2777,2682,3177,4620,5724,4563,3206,1695,841,4786,5166,663,447
0pmUeo6O,2461,5406,5406,103,3187,646,1042,364,2837,841,2015,922,4475,2226,1683,4666,4130,3113,8,2703
0q9o2EBu,922,3157,2541,1908,2682,4786,1852,663,5724,3236,959,912,2036,2015,2968,5754,1552,78,4319,2953
0qKzDR2G,2461,2292,922,1683,4564,2226,2226,590,1140,4395,3206,5153,1683,534,3206,3618,103,1229,2681,2325
0rGRWiBC,533,5437,646,3053,5954,1775,3828,268,474,856,2951,5411,5003,3820,3053,1569,5342,5566,4364,1975
0rIDQRav,705,5007,1082,4622,5538,1901,3431,2384,5913,4109,4014,5779,2226,2882,5696,4383,3073,5728,2566,2371
0s7BfV6v,3473,2764,2927,5558,3952,4637,2346,4077,506,306,2286,4698,2651,4960,4114,5903,3029,3634,3249,1755
0sAebfug,3734,3284,1626,4196,3001,2235,5412,5438,3400,1082,739,364,4619,3028,5861,4251,4650,3065,1255,5263
0sECTwiI,1191,5540,820,2878,5804,5216,1118,3597,4117,2156,5171,4066,2662,1367,79,205,205,4690,5910,768
0su7gpkx,339,5720,1922,5248,4683,4700,5574,5110,1124,4683,3077,2175,2895,2483,252,2000,4921,1388,1319,2855
0t94nUlX,1080,3277,3610,926,5504,3598,401,919,2410,542,2245,1240,5252,3599,1853,4756,2941,5624,1886,1387
0tGJpUM9,5956,2288,1620,5917,4690,1899,1444,2093,849,4172,3566,2942,1786,2942,2832,5135,1458,125,3025,4324
0tIhYJWE,2387,5409,2395,4341,3008,2387,3758,4287,2778,1089,5793,4383,3779,3184,5492,5950,4785,1227,5793,2486
0trJl7Xu,1093,4127,4055,2932,3299,1515,3056,801,3799,930,2474,303,1303,578,1373,1034,4261,418,305,5986
0uMVX7ye,2928,2228,1164,2697,5407,5290,4396,5408,5075,5894,1227,2353,4258,4659,3911,1085,4660,1033,4108,1567
0ulbdzmB,553,4500,5594,3337,3954,4999,3955,1850,3956,3215,5182,5594,4500,2954,5985,668,452,1087,4997,3848
0v3J2iAd,4870,4091,2148,3528,1791,4826,1791,4263,1469,2144,4534,2088,1469,1457,3151,3186,3869,2323,408,3186
0vFbUpOk,2718,1782,1154,1782,2923,1323,1554,5503,3493,1635,1593,4690,5877,1635,4908,2370,3947,1661,498,4908
0vSXh6V1,4349,2038,1720,1028,3140,2901,2054,2322,3135,738,592,402,2720,142,5326,5452,4920,5965,5540,4925
0w6ZKQa5,1301,1781,1898,3151,2356,2366,805,2514,4925,4096,5326,3459,2180,3899,2499,5583,4548,4274,1451,1932
0xIMqaF2,2247,2247,1401,3016,3286,4497,2828,2828,3237,2063,3132,3992,3448,919,2261,3357,5370,536,2382,1322
0xIfEL7s,5435,3948,4170,976,5898,3977,462,5529,704,1243,1243,208,5482,4021,1563,5035,5482,5145,5762,2265
0xLO2E7J,688,4532,5288,5739,3012,4100,5252,1080,3863,1219,5415,4532,574,2356,749,1808,5739,5879,3317,1296
0xea4NV1,35,55,35,4393,55,2138,3726,5436,4937,5285,3015,5096,2581,953,2130,3977,4010,2019,413,925
0xlDJ9YR,65,5115,3009,2393,193,3695,701,5545,1159,1588,38,969,4623,4517,5465,4829,5738,4043,1699,2494
0y1Cz47k,1146,1146,5782,1584,3505,3505,5174,3145,3171,1260,3171,5414,994,1412,3145,140,3031,5782,2569,140
0y2gsJ6c,112,2842,424,3342,2470,4348,602,2071,4064,5815,1099,4296,1524,226,1411,4380,2470,798,3478,637
0y9hNcoQ,593,3500,5456,3004,2031,1562,2123,5497,868,5944,4422,1331,897,820,2081,500,1075,1001,3271,3562
0zOv5eGd,3059,5387,3559,4402,2557,3059,3623,2625,1122,5445,1399,5839,3161,3361,862,1259,5483,3375,17,3117
0zjZqYQv,5542,5542,2419,3962,4517,5967,4436,2494,420,3322,1127,5260,4438,2419,4068,1952,3308,5465,3308,3558
10UZQOgb,4081,4515,4090,1584,4405,4405,2553,1483,817,2553,4081,2415,2578,4741,177,177,2448,5615,2669,391
10ljq6eJ,2482,5722,3626,5296,5138,2267,3452,4583,5279,5802,3616,1519,1249,5443,2446,4583,449,5279,5524,3344
10ro7XbM,1523,1523,5650,283,326,3890,1650,1584,1306,1818,4728,3375,2647,817,4783,5866,5716,2985,4213,2811
12UbtzmR,3121,3121,1249,1249,3344,2140,4181,5743,5743,2140,1971,1284,539,1284,2146,1542,1971,5722,2270,3574
12eAkx0b,5916,4086,2551,847,2406,2197,17,2754,5563,5937,3306,2197,5921,5395,2034,4138,5916,4138,2034,445
