videoId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20
0LG8dogk,707,2653,1527,1285,1592,1923,3686,4724,2180,5495,2988,2988,1643,3921,4856,1762,4154,5495,2046,1494
0LKYpF1j,4706,1836,3245,4842,314,854,5301,3691,698,5485,3674,5510,2586,4197,3426,1845,3141,1725,2586,4755
0LutzN9Y,1492,1492,5523,5367,484,682,4649,1839,5073,5783,3711,5672,4192,4702,5532,3161,1916,2208,5050,2055
0MiyQcbH,5287,5166,917,1689,1065,3608,2205,501,5720,1578,74,3608,5146,3275,5720,4456,4800,3534,2501,4694
0MwRAidN,2556,333,5819,3487,676,774,2737,5431,1914,4456,4700,3547,3547,5146,1319,2642,5774,990,2036,2397
0N3Qy7HR,5332,178,209,4554,2979,3491,4437,5183,5832,5329,209,2838,3448,183,1898,2034,3299,2541,5329,3448
0NFiohQA,2330,609,2781,2246,2975,1778,1621,5452,2597,4488,3623,4449,2792,2223,5839,5688,4242,3801,2956,4859
0NmFJkHC,5659,5445,1485,862,1610,2194,4318,2671,4097,917,1570,4098,333,4172,1570,336,2871,767,5755,5592
0Nmdtnbq,5088,3972,2345,4249,1702,3854,5549,1262,5887,5088,5601,5645,1377,4898,1261,964,4773,4149,3017,2853
0OCSMusm,4272,2041,1179,975,113,3442,2041,2631,3246,301,5651,1874,4687,4349,374,502,374,2436,3277,1746
0OFwEG2X,2761,935,2761,1522,4060,5089,1509,4177,3988,1522,3244,1941,5004,3427,3075,3445,1580,5925,4736,5976
0OwpTanH,3986,2434,3845,3229,5003,3431,5434,5110,3079,281,1733,2441,4238,5545,4849,706,3162,4109,3229,4700
0PWdfmoy,703,2393,2983,2061,340,2729,2419,2454,2293,5234,989,2454,2589,1048,3865,3322,354,1577,237,412
0PhYpmf5,2691,78,3710,5077,5684,3448,5696,5989,5247,2239,1962,1545,705,4836,3053,3448,5873,876,3823,5902
0Q1HvoUY,5819,5819,5478,4049,384,922,2693,1171,2485,556,5328,3429,2682,4333,130,4883,2485,2642,30,587
0QTbly3G,981,4172,648,959,3191,2473,5,2142,4098,959,5,4234,1070,2656,1588,4949,2122,1717,2306,2600
0Qm164n3,3730,3730,4917,5453,1450,2306,2397,1663,4148,1375,2519,3843,893,3114,813,2696,64,2053,160,2473
0QvL9eJ6,110,975,4832,2575,4856,5783,2779,3151,2287,5820,2655,5930,3681,3274,2287,4794,1336,3170,2189,709
0R85vygh,72,2596,2596,4319,4097,4660,850,1167,2660,2852,4147,2562,942,2538,4246,1897,4072,187,4444,1713
0RhToFAf,5940,4263,425,4627,3498,4290,914,891,890,2284,2811,4263,4261,2211,4090,4714,509,389,416,271
0RjDVWYp,5199,2899,1167,2061,4432,3910,1783,2119,2495,195,5361,2061,1878,2737,799,3252,249,4811,5589,5419
0RpEuTBo,4097,1485,2122,782,4641,2306,4615,4109,2194,3020,1588,1504,5163,5659,4800,193,5179,267,4767,4694
0S2kKPNp,942,2938,5382,1340,5535,3961,2260,2478,3897,3943,551,2818,4841,3535,731,1877,5025,5315,4492,2887
0S8Wtrmn,1677,5420,5994,452,3953,116,3137,4500,2809,4325,5113,5352,5420,920,1518,5332,190,1875,1794,3959
0SO59ceW,3282,1665,3589,1016,2491,3917,1665,5524,70,5220,3380,766,4645,1262,5824,4123,4035,1020,2774,492
0SbeHjK9,3309,446,4013,4606,4482,5426,1275,5426,5344,4247,1535,72,3554,139,3902,951,3625,4658,446,3746
0T6nkElQ,3443,624,5623,1737,5161,5616,1256,4600,1898,3427,4734,5054,2410,2284,2913,178,4994,2583,5018,4677
0TVfQZbD,3969,2871,917,30,884,5315,3882,1324,4032,2059,4172,2020,1485,422,917,5692,4347,1877,1549,4032
0TnLdDml,1462,1460,1462,4651,1802,5459,2804,1194,600,1802,233,4173,661,3333,991,1968,2257,776,3246,3506
0TuOYx34,1189,2072,5434,2072,760,5593,3130,2609,543,3985,871,1189,5110,785,634,4860,319,2942,5612,3079
0UQlcNDT,5517,5517,2833,161,161,4350,1611,1611,1130,1130,5235,1500,1525,5286,159,4601,4947,1299,1525,4947
0VRtAkFb,2545,2545,5615,4790,4613,3915,1873,4880,294,3428,5615,1470,5327,2085,1728,3642,320,3428,1458,5327
0Vio4a3e,3997,1867,5964,5333,3922,5964,4625,1817,2046,3145,3145,1190,1867,3316,1520,1979,1443,4211,2796,3412
0WV4A9FO,3031,3821,5469,5512,2569,3820,4042,3031,3458,4397,5274,4273,4911,5414,2606,2792,1181,3197,1497,2178
0WrVuxLO,2778,5852,3632,4613,1634,402,139,1361,2798,5492,1301,4226,5655,4226,5551,2471,1781,2622,325,1451
0WryT2M7,331,331,831,4524,2862,4451,2939,5051,3448,1576,748,2278,3799,1289,1198,2711,2858,5741,2592,695
0X1yzl48,3094,382,3347,2171,4472,2921,3347,3303,4472,2217,2013,2528,624,5258,5506,2782,1293,624,2417,1434
0XKotLBJ,563,563,4985,4236,1872,3568,3330,4958,5627,5100,1873,5836,3696,2025,1189,4826,4080,3568,3576,3369
0XaR9Sn3,1022,4603,5757,1283,1022,2791,1283,1725,1784,4084,3510,4603,5757,2181,2751,2977,5486,3141,1216,5528
0XnhQS7b,3692,1159,1037,3370,4696,5890,252,93,2717,422,2024,1159,4873,2361,4234,4694,4638,887,4638,701
0Y9eOij5,2573,3434,3771,645,2394,5673,3653,1539,4480,4241,3000,1980,5673,5161,995,801,261,2001,2775,4714
0YcGFUX5,4354,811,2966,4315,3721,2090,97,5116,1803,5116,2251,3452,2066,5400,5131,715,2066,1076,65,3564
0Z4hRXI6,785,1740,1740,1877,1738,5690,3831,4970,5464,5328,507,1595,1712,676,3077,1914,2556,3385,1076,922
0Z7unUBt,1980,3806,2729,3266,1459,1748,5483,823,3382,942,2849,1515,3422,5366,3623,1485,2113,473,5799,3961
0ZFy63RH,1551,1714,1551,5865,4694,249,2795,4107,3118,2494,5745,1647,1714,4075,1112,4438,3311,4107,5199,4774
0ZGxURiJ,2244,4636,4159,3996,3264,3996,2023,2851,5308,4793,1624,4793,5308,671,1091,3509,3663,2097,3336,681
0ZKO1EN5,3652,3652,2873,3398,2541,5164,4836,695,3277,2674,5777,4711,3053,4717,1898,1132,4036,2691,3491,5735
0ZQYK7PB,3495,5782,5186,3553,2331,5186,1828,5437,994,233,4414,216,4416,5414,1598,4628,2804,5902,3763,1791
0ZdGf89y,5083,3665,3296,244,1744,2591,315,352,5433,3624,548,2122,4283,5135,5556,3485,1298,916,1069,3818
0ZdTPSDj,679,1583,1392,1894,3078,3497,2861,679,2550,5029,5164,5747,2355,5429,537,3269,2928,4378,3095,3398
0Zf2esVw,5055,1216,936,4586,495,5688,1470,3476,3868,4303,5189,2395,5836,1470,3915,1728,5880,5785,5750,1912
0a4mUeFp,5524,4109,1726,5779,4109,5567,5094,4816,450,3731,706,5154,3929,3608,4573,4232,3696,5538,5779,5003
0aBLkyHc,2829,2414,4127,1634,228,5926,5150,4267,4752,1592,2572,4752,2471,5201,2801,618,3459,1634,328,3242
0apZiJM5,4363,5900,4363,3738,3509,3102,1787,3663,5252,2023,6,2023,5607,3102,3440,1218,16,3995,3995,4203
0axAjkrm,4095,4126,647,1097,5526,731,3969,4126,507,5256,2265,775,3654,775,4915,384,1981,5922,5381,5328
0bN3yfdY,2414,4349,4226,4517,2537,4267,4720,3242,2798,2556,437,1634,4373,3827,3446,3124,1361,5960,4558,1427
0bsfRDS9,4629,1936,836,3093,4173,4635,1282,1282,1802,661,5223,4635,971,5429,2245,804,5735,2861,3523,1462
0cK2qRJa,5703,1985,2424,3732,1374,2174,5728,3236,1936,2515,4651,5105,1974,5989,5724,105,2953,350,1643,2394
0cxWI5GQ,3520,3392,1929,3204,3113,1677,2706,3528,1709,643,3204,1929,1828,5902,2390,1412,5437,3166,4628,1194
0dVS89ge,3888,5725,30,2384,4660,5668,5,4298,4708,2871,4660,2059,4116,648,4172,3313,5335,5795,1516,3313
0dkVoeA9,1047,129,129,1579,2944,5324,5301,5000,2970,2566,2338,1283,1579,1022,3834,3141,2682,467,1784,950
0e5ksJU6,4262,5133,2641,4657,2047,3337,2503,2277,4262,4018,4277,5076,5035,3364,1567,4413,3078,2367,1941,728
0e7O3pnI,1559,3339,2575,3890,1092,110,5140,2287,1055,4898,3134,3899,3074,1990,1290,3142,4308,5442,2287,5346
0eMrmU1Z,1009,755,893,1224,4459,428,3157,5985,277,763,5991,3301,3205,4245,3260,5868,5568,5800,5428,4533
0ebBs4Hd,2696,3200,3200,2566,2696,3946,2911,2944,129,2682,5324,1375,2970,4921,1646,4023,922,4976,4419,2693
0ejGXBa1,614,614,512,1713,512,4553,2688,2544,4578,4304,3365,866,5127,4304,2992,493,1922,1319,2899,1572
0euJD7fN,3202,5840,1638,3498,5602,177,3280,425,1256,4022,3081,5160,4770,1718,2161,1256,177,416,2448,2284
0fKG5PaA,471,471,3796,3891,2253,4641,202,4014,578,1570,4640,4426,267,3971,5991,3475,2372,5895,4906,499
0fRJG8tk,674,277,4784,3695,5256,485,1388,3268,4940,2397,245,4784,5574,3283,5534,51,674,1413,1229,4703
0gDmA65C,4223,1309,620,5570,5176,4223,3762,3936,5900,1141,395,3516,5649,3548,5570,4351,3936,5607,679,3102
0gLwEnTG,5624,5624,1339,1505,5034,2638,1860,5240,5516,2508,1408,4386,3594,5009,1505,904,410,1257,5027,1337
0h4TSgP6,2020,1688,2598,1976,3638,4546,2153,4496,936,2295,1216,1338,4383,2279,2598,4580,3042,1864,3268,1658
0h672jEa,110,2189,4832,5930,3459,241,975,2287,2366,1592,2287,2575,3672,3151,1825,4292,5820,4832,5338,300
0hPWXJyz,709,618,3233,1592,4127,1856,5926,5908,1031,1217,5880,4697,2801,3819,4599,1942,4971,3524,5735,1285
0hRcjoav,501,5720,3200,277,1319,333,1117,2306,1658,893,2484,4116,1375,5942,3026,4718,4450,4716,3695,3206
0hrsJZHA,3332,4449,3188,3005,2670,5612,1465,4407,1123,244,933,72,4012,3731,2792,2385,2330,5057,3731,102
0i6d4Vrt,3585,5668,1513,2894,4946,1723,5299,1723,3737,1047,3654,4218,1689,5818,3585,5690,917,1536,512,2298
0i7zdOpv,1684,2877,2095,1684,3452,4720,4198,3909,3105,789,5704,491,2482,4312,4924,4764,689,689,2876,3909
0iGXhK7R,909,1004,5116,1576,5329,3596,2066,2251,1843,1304,2255,2879,2979,2327,1962,2199,4497,253,1004,1150
0iSHVG83,5491,2383,1849,3846,1202,5491,381,3841,4109,3895,3130,628,237,1294,5779,2899,1436,3586,474,5465
0iU9kh2q,5669,2671,4876,2122,2401,5024,2783,4982,1884,337,2590,566,5905,5970,5659,2564,5948,5957,50,5521
0icXdCzr,4086,1439,376,1730,2951,2779,3345,2481,232,827,986,5409,2130,3768,1592,3134,1730,4610,5452,5326
0ioV6zPB,3238,3754,2392,3409,3185,4762,3249,1821,4695,3131,1244,3284,3612,1064,2476,5372,949,3409,1481,2243
0j14TlCn,3966,2200,5322,3954,566,5265,1105,1246,1414,4481,2365,3247,923,2337,1582,2365,4559,3773,3725,3600
0jHkVQnT,4127,5338,2189,3472,2612,4267,3833,1031,4292,4891,1703,1857,1706,618,4832,5164,2118,3438,1891,5150
0jQgYGV4,2035,1006,1726,247,201,247,5259,5524,4138,1702,5395,5711,3068,3214,4035,5567,3017,3865,5515,1302
0jdsgqx6,906,4788,17,871,111,90,5916,5779,3130,3950,1995,563,3161,1602,822,2406,5401,1262,563,5835
0jeTXVt4,3522,4002,5427,3911,1886,1886,5914,4611,3684,3123,2615,1398,3052,1986,5427,2258,5035,5201,963,3047
0jhIqpVx,3339,5481,4724,1285,5422,18,4416,4114,2651,2720,1392,376,2804,2720,3165,5459,1632,2515,3899,1392
0jhnG9DS,3005,3005,5433,3731,992,992,2942,3985,471,3903,1246,655,4266,5972,5236,102,1565,247,4129,1726
0jnT62te,581,700,581,4027,700,5310,1056,3977,2277,5794,4616,4027,254,1395,3225,3225,4957,2474,5306,5882
0kYWqeV6,3214,2659,3739,378,3623,2626,4129,1565,4062,4303,2606,4182,5626,3818,3178,4805,4402,786,1629,1977
0kfV7pcN,4298,4970,1712,2598,1070,3608,5110,2031,3564,578,3008,3130,2717,2142,180,5491,5545,1259,5758,1658
0l9uHaX5,3931,5482,491,789,2313,5397,4570,4570,5421,5955,5856,5709,2963,1201,254,2689,789,3689,2008,3513
0lvai2qt,3433,3715,2613,1336,2707,5859,3055,2569,5969,2212,3676,5643,3232,2587,5643,4659,1044,4215,4443,1791
0mZu6bGT,4660,763,4761,4624,5322,1295,5324,2413,2702,3623,878,674,81,763,1432,3704,2814,5688,4019,5557
0mle5LpU,5734,296,2693,922,5247,1928,3079,5478,2441,2397,652,1981,1038,4398,5942,2871,4542,37,5478,744
0nta5pX4,1280,1280,1866,5520,1697,1697,651,1505,4374,2437,1666,93,49,5787,5337,3377,3753,1776,269,4028
0ntj8JOm,1597,3415,3354,528,336,2172,61,849,2376,3769,2430,4874,4021,2170,636,152,5083,862,1763,111
0oUf3iL1,4633,1742,5163,2259,1070,2020,5163,4632,3692,336,2128,2467,2600,5179,2142,267,4238,3020,1663,3376
0p12ItZv,1986,1986,3269,150,4997,5052,1580,4417,2047,3719,1837,5914,5029,5143,3269,218,4995,537,3919,2712
0p9bNV4s,1975,390,56,43,1860,4106,5476,266,1636,4258,2453,5702,4441,3717,3282,1371,2099,628,2183,5037
0pGOI9Dt,5213,5213,4740,1516,191,810,4798,64,810,1025,2241,5957,12,1117,4976,5939,1629,1689,2194,2614
0pmUeo6O,3990,4456,3962,3168,4456,5860,1618,3168,784,2565,5099,5860,5781,1365,832,5431,1616,784,3547,4412
0q9o2EBu,3049,5146,5979,3882,2693,1668,551,3487,1529,2642,507,1784,5535,3592,2885,2737,2191,745,5391,1038
0qKzDR2G,2142,4542,2094,2292,2306,2507,1663,981,2142,3499,2897,3813,3499,5936,3813,5038,1145,3872,4008,922
0rGRWiBC,5769,283,5769,892,4774,5395,4870,2815,5277,283,2578,1650,261,110,4935,4696,2995,1978,5395,4714
0rIDQRav,678,678,1629,4564,5859,3840,5515,5395,1629,3653,4123,2726,4397,1726,2375,2849,3167,2995,544,3561
0s7BfV6v,3952,1755,5518,1477,1554,2470,2198,236,4835,5877,3473,4619,100,4548,4256,875,79,5829,4418,5390
0sAebfug,2664,4762,2664,4908,1177,3754,5377,4908,1177,1533,1191,5804,5899,3195,1782,3693,1463,768,188,479
0sECTwiI,3238,5804,3061,1191,5992,5815,820,5572,5877,2640,4647,4990,3001,1195,337,5572,5208,2506,2401,2842
0su7gpkx,614,4304,614,4304,192,4116,1713,1922,84,2544,3251,3712,4268,4861,2899,4553,950,3961,3258,277
0t94nUlX,4186,4186,4112,5504,2941,1908,3984,3236,3886,821,5487,2049,2574,5684,2999,1438,538,4969,353,3506
0tGJpUM9,3893,5214,3888,267,3624,187,2069,2777,2813,5214,3609,2334,2385,1566,5335,4367,4438,1735,532,5622
0tIhYJWE,1454,1764,400,5606,3638,1864,5793,4785,2395,2909,2318,4051,2634,1560,3685,4517,936,5055,5655,3068
0trJl7Xu,2178,2933,3940,1980,1344,2908,5713,2880,3421,4771,5573,645,358,2363,5130,5828,4160,5512,1497,2995
0uMVX7ye,4486,674,3476,4866,3669,5000,3172,2371,1388,4821,1945,210,5726,1454,636,5688,2667,1705,1733,1963
0ulbdzmB,1630,5975,5814,2700,3414,2954,5833,114,3075,114,2661,1378,4903,2284,3464,4570,5856,1111,2217,2013
0v3J2iAd,2715,4630,553,4870,592,4249,5752,974,5277,554,3498,2715,3331,4572,5450,4572,4308,2148,3498,4939
0vFbUpOk,1782,3544,5470,5558,853,2477,5829,2242,5090,1054,4017,2949,5114,5938,1997,1191,3688,4908,3914,4634
0vSXh6V1,4158,2728,4184,3686,845,2058,3146,1380,1028,5852,2622,3116,3686,1720,2081,2038,437,2352,1264,1494
0w6ZKQa5,2514,222,4724,5165,1102,5165,2943,379,5010,2046,3312,1422,3246,3297,4369,930,2499,1315,4651,1802
0xIMqaF2,5599,5599,1142,966,3769,2238,391,2444,2211,353,4979,561,3677,2247,3672,391,561,1557,3913,3480
0xIfEL7s,3977,3670,3994,462,1171,5482,904,5094,3322,5260,3210,5147,48,834,5120,5746,1295,4849,811,4156
0xLO2E7J,3176,3176,5113,688,3047,4779,4779,1875,5739,3552,2809,401,4518,2803,401,1518,5355,4997,316,5822
0xea4NV1,1479,2927,2138,35,5436,35,2346,3934,2138,3726,4393,2346,5436,1815,2237,1423,5002,5002,4393,4369
0xlDJ9YR,343,1436,5817,4102,731,1629,193,5515,807,2457,3568,2854,3865,180,2899,5100,3865,4279,1826,960
0y1Cz47k,1146,1609,5277,3505,2715,1146,1412,3055,2670,2233,1584,5174,4507,5859,3166,4167,5437,3145,3763,1791
0y2gsJ6c,4678,112,174,4548,1326,5518,5877,3952,4411,820,4678,4617,4296,3524,2470,2462,1755,1554,2071,2595
0y9hNcoQ,1926,2506,2123,2129,820,4626,2305,500,299,1230,611,3500,5772,1837,3620,2305,5441,593,3920,5992
0zOv5eGd,1436,5604,2142,3006,3006,5387,2347,4536,5217,4615,1485,4032,1871,2729,4032,4859,2113,238,5198,862
0zjZqYQv,2135,2419,3774,1551,4438,3308,2324,420,354,3147,3803,4456,5099,3503,3558,4517,5297,4858,4456,3700
10UZQOgb,5848,4081,1696,3136,4308,1825,5892,5848,2730,4081,2148,713,2578,4090,4534,2448,1695,4405,177,2448
10ljq6eJ,4538,4277,5746,4924,3909,3105,3452,5802,3356,3689,5075,1959,3895,3909,439,4573,4601,3371,3105,2568
10ro7XbM,5370,5370,2811,1306,5549,1523,1163,5336,5142,2443,3763,1678,2730,1335,5650,5866,1574,1437,1528,2578
12UbtzmR,3121,3121,4009,1542,5743,4778,3344,3030,5109,2140,654,5743,3178,5411,1249,759,4715,5109,118,1476
12eAkx0b,3895,17,4086,871,5916,1290,667,2120,158,1917,2197,4138,4123,2406,5411,3058,964,2197,5395,4138
